detected,detect_time_min,horizon_min,flight_distance_m,energy_wh,search_minutes,unique_cells_searched,total_search_ops,redundant_search_ops,n_swaps,n_replans,replan_ms_total,planner,initial_model,area_name,seed,replicate,arm,target_profile,elapsed_before_min,n_uavs,moving_target,sweep_group,sweep_value
False,,180.0,87292.02088726076,915.8799072441398,138.0,15,46,31,17,15,306.82559999786463,rolling,custom,demo_valley,6000,0,map_eps=0.0,photographer,55.0,2,True,map_eps,0.0
False,,180.0,91298.35687113847,929.1538573324337,132.0,23,44,21,16,14,420.88619999321963,rolling,custom,demo_valley,6001,1,map_eps=0.0,desoriented,89.0,2,True,map_eps,0.0
False,,180.0,78612.4335233641,877.5050984512689,133.0,19,44,25,18,14,508.7128999966808,rolling,custom,demo_valley,6002,2,map_eps=0.0,hiker,36.0,2,True,map_eps,0.0
False,,180.0,96836.57951753438,951.9104065691396,132.0,21,44,23,14,13,431.2052999976004,rolling,custom,demo_valley,6003,3,map_eps=0.0,desoriented,43.0,2,True,map_eps,0.0
True,149.0,180.0,75630.73285187078,793.2612961415672,117.0,22,39,17,11,12,455.14599999751226,rolling,custom,demo_valley,6004,4,map_eps=0.0,hiker,65.0,2,True,map_eps,0.0
False,,180.0,95357.55554251675,941.6109308884384,132.0,27,44,17,15,14,493.5414000055971,rolling,custom,demo_valley,6005,5,map_eps=0.0,hiker,89.0,2,True,map_eps,0.0
False,,180.0,98193.7195364862,966.5270576695646,138.0,30,46,16,14,15,499.51439998949354,rolling,custom,demo_valley,6006,6,map_eps=0.0,hiker,52.0,2,True,map_eps,0.0
True,38.0,180.0,14757.95308085941,184.21541959806243,33.0,8,11,3,3,4,264.1126999978951,rolling,custom,demo_valley,6007,7,map_eps=0.0,desoriented,58.0,2,True,map_eps,0.0
False,,180.0,70976.2561348478,883.0902118639649,145.0,22,48,26,17,16,522.5916000035795,rolling,custom,demo_valley,6008,8,map_eps=0.0,hiker,70.0,2,True,map_eps,0.0
False,,180.0,99946.5665025806,971.7965153004466,129.0,28,43,15,15,14,516.7135999981838,rolling,custom,demo_valley,6009,9,map_eps=0.0,hiker,87.0,2,True,map_eps,0.0
False,,180.0,96294.985316618,936.8306125418901,132.0,27,44,17,14,14,592.0641999937288,rolling,custom,demo_valley,6010,10,map_eps=0.0,hiker,67.0,2,True,map_eps,0.0
False,,180.0,117264.65833228489,1016.6092569820772,114.0,23,38,15,14,13,318.74830000379006,rolling,custom,demo_valley,6011,11,map_eps=0.0,hiker,57.0,2,True,map_eps,0.0
False,,180.0,96800.70019049347,966.971772164594,138.0,26,46,20,14,15,515.8008000034897,rolling,custom,demo_valley,6012,12,map_eps=0.0,desoriented,41.0,2,True,map_eps,0.0
False,,180.0,117575.88467109475,1037.13034276307,120.0,23,40,17,14,13,426.8631000077221,rolling,custom,demo_valley,6013,13,map_eps=0.0,desoriented,89.0,2,True,map_eps,0.0
False,,180.0,101950.741580832,978.0065852730997,129.0,24,43,19,14,12,400.09890000419546,rolling,custom,demo_valley,6014,14,map_eps=0.0,hiker,86.0,2,True,map_eps,0.0
False,,180.0,87559.55443384484,930.5707012118185,141.0,32,47,15,15,14,571.7963000051896,rolling,custom,demo_valley,6015,15,map_eps=0.0,injured,46.0,2,True,map_eps,0.0
False,,180.0,122285.5714026447,1015.5159947073771,108.0,22,36,14,15,12,432.3006999975405,rolling,custom,demo_valley,6016,16,map_eps=0.0,hiker,62.0,2,True,map_eps,0.0
False,,180.0,100210.34984656452,962.8533494505511,132.0,28,44,16,14,14,523.8720999941506,rolling,custom,demo_valley,6017,17,map_eps=0.0,hiker,30.0,2,True,map_eps,0.0
True,151.0,180.0,80309.67466131545,771.0429468804145,107.0,18,35,17,15,12,457.92740000342746,rolling,custom,demo_valley,6018,18,map_eps=0.0,desoriented,90.0,2,True,map_eps,0.0
False,,180.0,67510.00655983195,866.7301454104181,149.0,19,49,30,17,16,500.48790000437293,rolling,custom,demo_valley,6019,19,map_eps=0.0,hiker,45.0,2,True,map_eps,0.0
True,12.0,180.0,5236.290103285562,65.74809573104525,13.0,4,4,0,0,1,103.19230000095558,rolling,custom,demo_valley,6020,20,map_eps=0.0,desoriented,81.0,2,True,map_eps,0.0
False,,180.0,77380.34869772871,903.3541029856843,144.0,23,48,25,17,16,463.86740000798454,rolling,custom,demo_valley,6021,21,map_eps=0.0,desoriented,56.0,2,True,map_eps,0.0
False,,180.0,103983.539591051,1001.0103088655487,132.0,29,44,15,14,14,448.01189999543567,rolling,custom,demo_valley,6022,22,map_eps=0.0,desoriented,65.0,2,True,map_eps,0.0
False,,180.0,100176.58164936068,970.4043744797434,135.0,20,45,25,15,15,355.38609999821347,rolling,custom,demo_valley,6023,23,map_eps=0.0,photographer,75.0,2,True,map_eps,0.0
True,3.0,180.0,3288.683298050514,19.173503637390343,1.0,0,0,0,0,1,87.75100000093516,rolling,custom,demo_valley,6000,0,map_eps=0.2,photographer,55.0,2,True,map_eps,0.2
False,,180.0,98643.03227626102,961.4347976307922,129.0,24,43,19,15,14,436.26920000224345,rolling,custom,demo_valley,6001,1,map_eps=0.2,desoriented,89.0,2,True,map_eps,0.2
True,44.0,180.0,19267.743649772994,218.33730950152972,34.0,8,11,3,4,4,338.9186000049449,rolling,custom,demo_valley,6002,2,map_eps=0.2,hiker,36.0,2,True,map_eps,0.2
False,,180.0,100800.774710131,993.0236550479286,138.0,22,46,24,14,14,443.00310000107856,rolling,custom,demo_valley,6003,3,map_eps=0.2,desoriented,43.0,2,True,map_eps,0.2
False,,180.0,90929.32088354297,915.8493851806095,126.0,27,42,15,15,13,515.1785999942149,rolling,custom,demo_valley,6004,4,map_eps=0.2,hiker,65.0,2,True,map_eps,0.2
False,,180.0,99219.11162529356,959.5541269273382,129.0,28,43,15,15,14,468.62419999979466,rolling,custom,demo_valley,6005,5,map_eps=0.2,hiker,89.0,2,True,map_eps,0.2
False,,180.0,93565.69597102854,935.3210640809118,135.0,29,45,16,14,14,551.2445999938791,rolling,custom,demo_valley,6006,6,map_eps=0.2,hiker,52.0,2,True,map_eps,0.2
False,,180.0,70863.91184170343,854.3669606146751,141.0,21,47,26,17,15,458.57950000117853,rolling,custom,demo_valley,6007,7,map_eps=0.2,desoriented,58.0,2,True,map_eps,0.2
False,,180.0,87397.25677837705,928.2620027420687,135.0,24,45,21,16,14,491.5370999924562,rolling,custom,demo_valley,6008,8,map_eps=0.2,hiker,70.0,2,True,map_eps,0.2
False,,180.0,99947.70351754178,975.9780349109562,129.0,28,43,15,15,13,519.1346000001431,rolling,custom,demo_valley,6009,9,map_eps=0.2,hiker,87.0,2,True,map_eps,0.2
False,,180.0,93916.77760812509,934.1545936192772,135.0,26,45,19,14,14,605.4133000079673,rolling,custom,demo_valley,6010,10,map_eps=0.2,hiker,67.0,2,True,map_eps,0.2
False,,180.0,118614.8797830886,1011.0354564088917,111.0,21,37,16,15,12,307.65649999466405,rolling,custom,demo_valley,6011,11,map_eps=0.2,hiker,57.0,2,True,map_eps,0.2
False,,180.0,97589.91799407001,968.597077609074,138.0,24,46,22,14,15,519.0466999947603,rolling,custom,demo_valley,6012,12,map_eps=0.2,desoriented,41.0,2,True,map_eps,0.2
False,,180.0,113131.18233363843,1022.7343121783447,125.0,20,41,21,14,13,428.8815000127215,rolling,custom,demo_valley,6013,13,map_eps=0.2,desoriented,89.0,2,True,map_eps,0.2
False,,180.0,106480.1739839894,975.6295078441246,123.0,24,41,17,14,13,329.6679000086442,rolling,custom,demo_valley,6014,14,map_eps=0.2,hiker,86.0,2,True,map_eps,0.2
False,,180.0,94978.48380736643,949.1558817480354,137.0,30,45,15,15,15,515.833799997381,rolling,custom,demo_valley,6015,15,map_eps=0.2,injured,46.0,2,True,map_eps,0.2
False,,180.0,123814.14842170262,1022.4524102033192,108.0,22,36,14,15,12,414.2067000020688,rolling,custom,demo_valley,6016,16,map_eps=0.2,hiker,62.0,2,True,map_eps,0.2
